selfies,-logKd/Ki
[C][C][=Branch1][C][=O][N][C][C][Branch2][Ring1][Branch1][O][C][C][Branch1][C][O][C][Branch1][C][O][O][C][Branch1][Ring1][C][O][C][Ring1][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch2][Branch1][=C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring2][=Branch2][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][O][O][Ring2][Ring1][Ring2][C][Ring2][Ring1][=C][O][C][Ring2][Branch1][Ring2][O],7.0
[C][C][=Branch1][C][=O][N][C][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch2][Branch1][C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring1][Branch2][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][O][O][C][Ring2][Ring1][=Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][C][Ring2][Ring2][Branch1][O],3.37
[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][NH2+1][Ring1][Branch1][C][Branch1][C][C][C],5.28
[C][C][Branch1][C][C][C][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][NH2+1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],3.43
[C][C][Branch1][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C],3.54
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],3.67
[C][C][C][=C][Branch2][Ring1][C][O][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Ring1][=Branch2][=O][C][=Branch1][C][=O][O-1],4.92
[C][=C][Branch2][Ring1][C][O][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Ring1][=Branch2][=O][C][=Branch1][C][=O][O-1],3.62
[NH3+1][C][C][=C][S][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][Ring1][#Branch2],3.82
[NH3+1][C][C][=C][S][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][Ring1][#Branch2],3.63
[N][#C][C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],4.12
[C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Ring2][Ring1][C][C][Branch1][C][O][C][Branch1][C][O][C][O],3.67
[C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][O][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][=C][C][Branch1][C][Br][=C][S][Ring1][=Branch1][C][=C][Ring2][Ring1][O][C][=Branch1][C][=O][O-1],3.67
[O][=C][Branch2][Ring2][=N][C][=C][Branch1][C][O][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][C][Ring1][P][C][=C][C][Branch1][C][Br][=C][S][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],4.15
[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][O][C][Branch1][=N][C][S][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Ring1][S][O],3.68
[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][O][C][Branch2][Ring1][Ring2][C][S][S][C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][Branch1][C][O][C][Ring2][Ring1][Ring1][O],4.1
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][O][C][Branch1][Ring1][C][O][C][Branch2][Ring2][#Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O][C][Ring2][Ring1][#C][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],3.69
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][O][C][Branch1][Ring1][C][O][C][Branch2][Ring2][#Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O][C][Ring2][Ring1][#C][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O],6.62
[N][C][=Branch1][C][=NH2+1][N][C][=C][C][=C][Branch2][Ring1][=N][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][N][=O][C][=C][Ring2][Ring1][#Branch1],3.7
[N][C][=Branch1][C][=NH2+1][N][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][O][C][C][O][C][C][Branch1][C][N][=O][C][=C][Ring2][Ring1][P],4.1
[NH3+1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][C][Branch1][C][O][C][C][NH1+1][Ring1][O][Ring1][=Branch1],3.76
[O][C][C][C][Branch1][C][O][C][Branch1][C][O][C][C][Branch1][C][O][C][Branch1][C][O][C][NH1+1][Ring1][N][Ring1][#Branch1],6.35
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][C][C][=Branch1][C][=O][NH1][C][Branch1][=C][C][C][Branch1][C][C][C][Branch1][C][F][Branch1][C][F][F][=N][C][=Ring1][=C][Ring1][P],3.78
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N][=C][C][C][=Branch1][C][=O][NH1][C][Branch1][=C][C][C][Branch1][C][C][C][Branch1][C][F][Branch1][C][F][F][=N][C][=Ring1][=C][Ring1][P],7.66
[C][C][Branch1][C][C][C][C][Branch2][O][N][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch2][=Branch2][=N][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][Branch1][C][C][O][C][=Branch1][C][=O][O-1],3.8
[C][S][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1],5.4
[C][N][C][Branch1][C][N][=C][C][=N][C][Ring1][#Branch1][=O],4.07
[C][N][C][=C][C][Branch1][C][N][=N][C][Ring1][#Branch1][=O],3.84
[C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][Branch2][Ring1][Ring1][C][Branch1][Ring1][C][=O][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][S][C][Ring2][Ring1][Branch1],3.85
[C][O][C][Branch1][Ring1][C][=O][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][C][C][C][S][Ring1][#Branch2],4.85
[C][N+1][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],4.2
[C][N+1][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3.88
[O][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][Branch2][NH2+1][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],3.9
[C][S][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][Branch2][NH2+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],6.6
[N][C][C][=C][N][Branch2][Ring1][Ring1][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][Branch1][C][F][F][C][=Branch1][C][=O][N][=Ring1][P],6.12
[O][=C][N][=C][C][=C][N][Ring1][=Branch1][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O],3.92
[C][C][=C][C][=C][Branch2][Branch1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring2][Ring1][=Branch1][Ring1][=C][C][=C][Ring2][Ring1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],3.94
[C][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][=C][Ring2][Ring1][C][Ring1][#Branch2][C][=C][Ring2][Ring1][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],6.94
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch2][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch2][N][C][Branch1][C][C][=O],3.96
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][Branch2][Ring2][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1][C][C][Ring1][#C][C][=C][Ring2][Ring2][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1],6.3
[C][C][=C][C][=C][C][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=Branch1][C][=O][N][Branch1][P][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][C][Ring1][P][C][=C][C][Branch1][C][Cl][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][O][Ring1][=Branch1][=C][Ring2][Ring2][Ring1],3.97
[O][=C][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C][Branch1][C][O][=C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][Ring2][Ring1][Ring1][C][=C][C][Branch1][C][Cl][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][O][Ring1][=Branch1][=C][Ring2][Ring2][Ring1],4.14
[C][C][Branch1][C][C][C][C][Branch2][Branch1][S][NH2+1][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Branch1][C][N][=O],4.55
[C][C][Branch1][C][C][C][C][Branch2][Branch1][S][NH2+1][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Branch1][C][N][=O],4.01
[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][NH1][Ring1][Branch1],4.01
[C][C][=Branch1][C][=O][N][C][C][=N][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],6.07
[C][O][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][C][N][Branch1][C][C][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][#Branch2][Ring1][=Branch1][O][C][O][Ring1][#Branch1],4.02
[C][O][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][C][N][Branch1][C][C][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][#Branch2][Ring1][=Branch1][O][C][O][Ring1][#Branch1],6.15
[C][C][N+1][=C][Branch1][#Branch1][C][C][Branch1][C][C][=O][S][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][=C],6.74
[C][C][O][C][=Branch1][C][=O][C][N+1][=C][Branch1][#Branch1][N][C][Branch1][C][N][=NH2+1][S][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][=C],4.02
[C][C][C][C][C][=N][C][C][=Branch1][C][=O][NH1][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][NH1][Ring1][O],4.08
[C][C][C][C][C][=N][C][C][=Branch1][C][=O][NH1][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][NH1][Ring1][O],4.08
[NH3+1][C][C][=C][C][=C][C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][=C][Ring1][O],4.4
[NH3+1][C][C][=C][C][=C][C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][=C][Ring1][O],4.08
[O][=C][Branch1][C][O-1][C][O][C][Branch1][C][O][C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Ring1][=N][O][C][O][C][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch2][#Branch2][#Branch2][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch2][Branch2][#Branch2][O][C][O][C][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch2][=Branch1][Branch1][O][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch2][Ring2][Branch1][O][C][O][C][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Ring2][Ring1][=C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Ring2][Ring2][P][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Ring2][Branch1][P][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Branch1][C][O][C][Ring2][#Branch1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1],6.1
[O][C][C][O][C][Branch2][Branch2][=Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][#Branch1][Ring2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Branch1][#C][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring2][#Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O][C][Branch1][C][O][C][Ring2][Ring1][S][O][C][Branch1][C][O][C][Ring2][Ring2][O][O][C][Branch1][C][O][C][Ring2][Branch1][=Branch1][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Branch1][S][O],4.1
[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][=C][NH1][N][=Ring1][Branch1],4.43
[C][O][C][=C][C][=C][C][Branch2][Ring1][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][NH1][N][=Ring1][=Branch2][=C][Ring1][#C],4.1
[N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][C][N][C][C][=C][Branch1][C][Br][S][C][Ring1][O][=Ring1][=Branch1],4.11
[N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][N][=C][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][#Branch2][S][Ring1][=N],4.47
[C][O][C][=Branch1][C][=O][C][S][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=C][C][=Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O-1],6.17
[NH3+1][C][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][S][Ring1][#Branch2],4.12
[C][N+1][=C][C][=C][Branch1][C][Cl][C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][O],4.26
[C][N+1][=C][C][=C][C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],4.13
[N][C][=N][C][=C][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][#Branch1][N][=C][Branch1][Ring1][C][O][C][N][Ring1][O],6.11
[C][C][Branch1][C][O][C][Branch1][C][O][C][=N][C][=C][Branch1][O][N][=C][Branch1][C][N][NH1][C][Ring1][#Branch1][=O][N][C][Ring1][N],4.15
[NH3+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][C][Cl][=C][C][=N][Ring1][#Branch1],5.72
[NH3+1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1],4.16
[O][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][=Branch1][Ring1][N],4.17
[O][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][=Branch1][Ring1][N],5.4
[C][C][C][Branch1][C][C][C][Branch2][Ring2][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],4.19
[C][C][C][Branch1][C][C][C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][#Branch1][Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],6.83
[N][C][=Branch1][C][=O][C][C][C][C][C][=C][Ring1][=Branch1][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][Ring1][#Branch1],4.48
[O][=C][Branch1][C][O-1][C][C][C][C][C][=C][Ring1][=Branch1][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][Ring1][#Branch1],4.19
[O][=C][Branch1][C][O-1][C][=Branch1][C][=O][N][C][S][C][=C][Branch1][=Branch2][C][=Ring1][Branch1][C][=Branch1][C][=O][O-1][C][C][O][C][Ring1][#Branch2],4.7
[O][=C][Branch1][C][O-1][C][=Branch1][C][=O][N][C][S][C][=C][Branch1][=Branch2][C][=Ring1][Branch1][C][=Branch1][C][=O][O-1][C][C][O][C][Ring1][#Branch2],4.2
[C][C][=C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch2][Branch1][=C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch2][Ring1][#C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch1][C][Branch1][C][O][C][O][O][Ring1][#C][C][Branch1][C][O][C][Branch1][#Branch1][C][Branch1][C][O][C][O][O][Ring2][Ring1][=C][C][Branch1][C][O][C][Branch1][#Branch1][C][Branch1][C][O][C][O][O][Ring2][Ring2][=N],4.2
[C][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch2][Ring2][#Branch1][O][C][C][C][Branch2][Ring1][Ring2][O][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][=Branch2][O][C][Branch1][C][O][C][Branch1][C][C][O][Ring2][Ring1][Ring1][C][Ring2][Ring1][=N][N][C][Branch1][C][C][=O],6.23
[NH2+1][=C][C][=C][N][Branch1][S][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O][C][=Branch1][C][=O][NH1][Ring1][S],8.32
