smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,testosterone acetate,-4.449,1,330.4680000000001,0,4,1,43.370000000000005,-5.184
Clc1cccc2ccccc12,1-Chloronapthalene,-4.063,1,162.61899999999997,0,2,0,0.0,-3.93
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,RTI 19,-4.007,1,252.31699999999995,0,3,1,23.55,-4.749
CCCCC(C)O,2-Hexanol,-1.324,1,102.17699999999998,1,0,3,20.23,-0.89
CCCC1CCCC1,Propylcyclopentane,-3.16,1,112.216,0,1,2,0.0,-4.74
CCOC(=O)c1cncn1C(C)c2ccccc2,Etomidate,-3.359,1,244.294,0,2,4,44.12,-4.735
Oc1ccc(Cl)c(Cl)c1,"3,4-Dichlorophenol",-3.352,1,163.003,1,1,0,20.23,-1.25
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,Cypermethrin,-6.775,1,416.30400000000014,0,3,6,59.32000000000001,-8.017000000000001
c2ccc1ocnc1c2,Benzoxazole,-2.214,2,119.12299999999998,0,2,0,26.03,-1.16
CCCCCO,1-Pentanol,-1.042,1,88.14999999999999,1,0,3,20.23,-0.6
CCN(CC)c1ccccc1,"N,N-Diethylaniline",-3.16,1,149.237,0,1,3,3.24,-3.03
Fc1cccc(F)c1,"1,3-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-2.0
ClCCC#N ,3-chloropropionitrile,-0.522,1,89.525,0,0,1,23.79,-0.29
CC(C)(C)Cc1ccccc1,t-Pentylbenzene,-3.867,1,148.249,0,1,1,0.0,-4.15
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,5-Ethyl-5-phenylbarbital,-2.272,1,232.239,2,2,2,75.27000000000001,-2.322
Clc1ccccc1I,o-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-3.54
c2ccc1[nH]nnc1c2,Benzotriazole,-2.21,2,119.127,1,2,0,41.57,-0.78
CNC(=O)Oc1cccc2CC(C)(C)Oc12,Carbofuran,-3.05,1,221.256,1,2,1,47.56,-2.8
Cc1cccc(C)c1O,"2,6-Dimethylphenol",-2.589,1,122.167,1,1,0,20.23,-1.29
CC(C)C(C)O,3-Methyl-2-butanol,-0.954,1,88.14999999999999,1,0,1,20.23,-0.18
c1ccccc1C(O)c2ccccc2,benzhydrol,-3.033,1,184.238,1,2,2,20.23,-2.55
CCCCCCCCCC(=O)OC,Methyl decanoate,-3.3160000000000003,1,186.295,0,0,8,26.3,-4.69
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,Dicapthon,-4.188,1,297.656,0,1,5,70.83000000000001,-4.31
CC(C)CBr,1-Bromo-2-methylpropane,-2.2880000000000003,1,137.01999999999998,0,0,1,0.0,-2.43
CCI,Iodoethane,-2.066,1,155.966,0,0,0,0.0,-1.6
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Pirimicarb,-2.34,1,238.291,0,1,2,58.56000000000001,-1.95
CCCCCCBr,1-Bromohexane,-3.012,1,165.074,0,0,4,0.0,-3.81
CCCC(C)C,2-Methylpentane,-2.6,1,86.178,0,0,2,0.0,-3.74
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,Tetrafluthrin,-6.339,1,418.7360000000001,0,2,4,26.3,-7.321000000000001
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,Metolachlor,-3.431,1,283.7989999999999,0,1,6,29.54,-2.73
ON=Cc1ccc(o1)N(=O)=O ,nifuroxime,-1.843,1,156.09699999999998,1,1,2,88.87,-2.19
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,Fluvalinate,-8.057,1,502.9200000000002,1,3,8,71.35,-8.003
Nc1nc[nH]n1,Amitrole,-0.674,1,84.082,2,1,0,67.59,0.522
BrC(Br)Br,Tribromomethane,-2.904,1,252.731,0,0,0,0.0,-1.91
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,Trichlorfon,-1.866,1,257.437,1,0,3,55.760000000000005,-0.22
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,Phosalone,-5.024,1,367.8160000000001,0,2,7,53.6,-5.233
OCc1ccccc1,Phenylmethanol,-1.699,1,108.13999999999996,1,1,1,20.23,-0.4
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,Coumatetralyl,-5.194,1,292.33400000000006,1,4,1,50.44,-2.84
Oc1ccc(Br)cc1,4-Bromophenol,-3.132,1,173.009,1,1,0,20.23,-1.09
CC(C)Br,2-Bromopropane,-1.949,1,122.993,0,0,0,0.0,-1.59
CC(C)CC(C)(C)C,"2,2,4-Trimethylpentane",-3.276,1,114.232,0,0,1,0.0,-4.74
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,"1,3,5-Trinitrobenzene",-2.324,1,213.105,0,1,3,129.42000000000002,-2.89
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,Nimetazepam,-3.557,1,295.29800000000006,0,3,2,75.81,-3.796
CCC,Propane,-1.5530000000000002,1,44.097,0,0,0,0.0,-1.94
Nc1cc(nc(N)n1=O)N2CCCCC2 ,Minoxidil,-1.809,1,209.253,2,2,1,95.11,-1.989
Nc2cccc3nc1ccccc1cc23 ,1-aminoacridine,-3.542,1,194.237,1,3,0,38.91,-4.22
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,Benzo(k)fluoranthene,-6.007000000000001,2,252.316,0,5,0,0.0,-8.49
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,Dicofol,-6.268,1,370.49,1,2,2,20.23,-5.666
C1Cc2cccc3cccc1c23,Acenapthene,-3.792,2,154.21199999999996,0,3,0,0.0,-4.63
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,Dialifos,-5.026,1,393.85400000000016,0,2,8,55.84,-6.34
Brc1ccc(Br)cc1,"1,4-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-4.07
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,Methazole,-3.6010000000000004,1,261.064,0,2,1,57.14,-2.82
Oc1ccc(cc1)c2ccccc2,p-Phenylphenol,-3.701,1,170.211,1,2,1,20.23,-3.48
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,pyracarbolid,-2.83,1,217.26800000000003,1,2,2,38.33,-2.56
CCOC=C,Ethyl vinyl ether,-0.857,1,72.10700000000001,0,0,2,9.23,-0.85
CCC#C,1-Butyne,-1.092,1,54.09199999999999,0,0,0,0.0,-1.24
COc1ncnc2nccnc12 ,4-methoxypteridine,-1.589,1,162.15200000000002,0,2,1,60.790000000000006,-1.11
CCCCC(C)(O)CC,3-Methyl-3-heptanol,-2.017,1,130.23099999999997,1,0,4,20.23,-1.6
Clc1ccc(Cl)cc1,"1,4-Dichlorobenzene",-3.5580000000000003,1,147.00400000000002,0,1,0,0.0,-3.27
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.33600000000007,1,3,4,75.71,-4.47
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,"Sparsomycin (3,8mg/ml)",-1.57,1,361.4450000000001,4,1,8,132.11999999999998,-1.981
Cc1c[nH]c2ccccc12 ,3-methylindole,-2.9810000000000003,1,131.17799999999997,1,2,0,15.79,-2.42
COc2ncc1nccnc1n2,2-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-1.11
CNC(=O)Oc1ccccc1C2OCCO2,Dioxacarb,-1.614,1,223.22799999999995,1,2,2,56.790000000000006,-1.57
C1N(C(=O)NCC(C)C)C(=O)NC1,isocarbamid,-1.508,1,185.227,2,1,2,61.440000000000005,-2.15
CC#N,Acetonitrile,0.152,1,41.053,0,0,0,23.79,0.26
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,Fenoxycarb,-4.662,1,301.34200000000004,1,2,7,56.790000000000006,-4.7
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,acetyl sulfisoxazole,-2.024,1,293.34800000000007,1,2,3,89.43,-3.59
ClCC(Cl)(Cl)Cl,"1,1,1,2-Tetrachloroethane",-2.794,1,167.85,0,0,0,0.0,-2.18
CCCCO,1-Butanol,-0.688,1,74.12299999999999,1,0,2,20.23,0.0
CC1CCCCC1NC(=O)Nc2ccccc2,Siduron,-3.779,1,232.32700000000003,2,2,2,41.13,-4.11
Clc1cc(Cl)cc(Cl)c1,"1,3,5-Trichlorobenzene",-4.159,1,181.449,0,1,0,0.0,-4.48
O=Cc1ccco1,Furfural,-1.391,1,96.08499999999998,0,1,1,30.21,-0.1
CC(C)CCO,3-Methylbutan-1-ol,-1.027,1,88.14999999999999,1,0,2,20.23,-0.51
O=Cc2ccc1OCOc1c2 ,piperonal,-2.033,1,150.13299999999998,0,2,1,35.53,-1.63
CC(=C)C,2-Methylpropene,-1.5730000000000002,1,56.108,0,0,0,0.0,-2.33
O=Cc1ccccc1,Benzaldehyde,-1.999,1,106.12399999999997,0,1,1,17.07,-1.19
CC(=C)C(=C)C,"2,3-Dimethyl-1,3-Butadiene",-2.052,1,82.146,0,0,1,0.0,-2.4
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,Benfuracarb,-5.132999999999999,1,410.5360000000002,0,2,8,68.31,-4.71
O2c1ccccc1N(C)C(=O)c3cccnc23 ,RTI 10,-2.7710000000000004,1,226.235,0,3,0,42.43,-3.672
C1c2ccccc2c3ccccc13,Fluorene ,-4.125,2,166.22299999999998,0,3,0,0.0,-5.0
CC1CCCCC1,Methylcyclohexane ,-2.891,1,98.189,0,1,0,0.0,-3.85
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,sulfaguanidine,-0.706,1,214.25,4,1,2,122.06,-1.99
COC(=O)c1ccc(O)cc1,Methylparaben,-2.441,1,152.149,1,1,1,46.53,-1.827
CC1CCCO1,2-Methyltetrahydrofurane,-1.034,1,86.134,0,1,0,9.23,0.11
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,Santonin,-2.43,1,246.30599999999995,0,3,0,43.370000000000005,-3.09
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,Salicin,-0.975,1,286.28,5,2,4,119.61,-0.85
CCCI,1-Iodopropane,-2.486,1,169.993,0,0,1,0.0,-2.29
CCNc1nc(NC(C)C)nc(SC)n1,Ametryn,-3.43,1,227.337,2,1,5,62.73,-3.04
CCCO,1-Propanol,-0.3339999999999999,1,60.096,1,0,1,20.23,0.62
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,Hydroxyprogesterone-17a,-3.876,1,330.4680000000001,1,4,1,54.37,-3.817
CCCC(C)O,2-Pentanol,-0.97,1,88.14999999999999,1,0,2,20.23,-0.29
OC(C(=O)c1ccccc1)c2ccccc2,benzoin,-3.148,1,212.248,1,2,3,37.3,-2.85
Cc1ccc(O)c(C)c1,"2,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.19
Clc1cccc(c1)N(=O)=O,m-Chloronitrobenzene ,-2.901,1,157.55599999999998,0,1,1,43.14,-2.77
Cc2c(N)c(=O)n(c1ccccc1)n2C,ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,"2,2',4,5'-PCB",-6.23,1,291.992,0,2,1,0.0,-6.57
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,"Hexachloro-1,3-butadiene",-4.546,1,260.762,0,0,1,0.0,-4.92
CCNc1nc(NC(C)(C)C)nc(SC)n1,Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0
CCC(C)CCO,3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.71
Cc2ncc1nccnc1n2,2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,Danazol,-4.557,1,337.4630000000001,1,5,0,46.260000000000005,-5.507000000000001
CCCCI,1-Iodobutane,-2.841,1,184.02,0,0,2,0.0,-2.96
Brc1ccc2ccccc2c1,2-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.4
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.312,1,780.9490000000001,6,8,7,203.06,-4.081
FC(F)(F)c1ccccc1,Benzyltrifluoride,-3.099,1,146.111,0,1,0,0.0,-2.51
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,Dihexyl phthalate,-5.757999999999999,1,334.45600000000024,0,1,12,52.60000000000001,-6.144
c1ccc2c(c1)sc3ccccc23,Dibenzothiophene,-4.597,2,184.263,0,3,0,0.0,-4.38
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,"2,2',3,3',4,4'-PCB",-7.192,1,360.88200000000006,0,2,1,0.0,-8.01
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,Warfarin,-3.913,1,308.3330000000001,1,3,4,67.50999999999999,-3.893
c1ccccc1C(O)C(O)c2ccccc2,hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93
COC(=O)c1ccccc1C(=O)OC,Dimethyl phthalate,-2.347,1,194.18599999999995,0,1,2,52.60000000000001,-1.66
CCCCCCCC(=O)OCC,Ethyl octanoate,-2.962,1,172.26799999999997,0,0,7,26.3,-3.39
CCSSCC,Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42
CCOCCOCC,"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77
Clc1cc(Cl)c(Cl)cc1Cl,"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56
Nc1ccc(cc1)c2ccc(N)cc2,p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7
CCCCCC=C,1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73
CCCCc1c(C)nc(NCC)[nH]c1=O,Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39
Nc1ccccc1Cl,o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52
COc1cccc(Cl)c1,3-Chloroanisole,-3.057,1,142.58499999999998,0,1,1,9.23,-2.78
CCCCN(CC)C(=O)SCCC,Pebulate,-3.131,1,203.351,0,0,6,20.31,-3.53
CCCCOC=O,Butyl acetate,-1.111,1,102.13299999999998,0,0,4,26.3,-1.37
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18
BrC(Cl)Cl,Bromodichloromethane,-2.176,1,163.82899999999998,0,0,0,0.0,-1.54
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,adrenosterone,-2.99,1,300.3980000000001,0,4,0,51.21,-3.48
c1ccc(cc1)c2ccc(cc2)c3ccccc3,p-terphenyl,-5.7410000000000005,2,230.31,0,3,2,0.0,-7.11
Oc1ccc(C=O)cc1,p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999998,1,1,1,37.3,-0.96
CBr,Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,Coumachlor,-4.553999999999999,1,342.7780000000001,1,3,4,67.50999999999999,-5.839
CCc1ccc2ccccc2c1,2-Ethylnaphthalene,-4.1,1,156.22799999999998,0,2,1,0.0,-4.29
Nc1c(C)c[nH]c(=O)n1 ,5-methylcytosine,-0.257,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92
c1c(NC(=O)c2ccccc2(I))cccc1,benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,Riboflavin,-1.865,1,376.36900000000014,5,3,5,161.56,-3.685
Fc1ccccc1Br,o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7
Oc1ccc(Cl)cc1Cl,"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.6,-4.16
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907
C1CCCC1,Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64
Cc1ccccc1N,o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21
c1(OC)ccc(CC=C)cc1,Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93
CC(C)C=C,3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73
Oc1ccccn1,2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02
CC,Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36
Clc1ccccc1Cl,"1,2-Dichlorobenzene",-3.482,1,147.00399999999996,0,1,0,0.0,-3.05
Sc2nc1ccccc1s2 ,mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.18
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.66200000000026,0,2,1,0.0,-11.6
COc2c1occc1cc3ccc(=O)oc23 ,Methoxsalen,-3.25,1,216.19199999999995,0,3,1,52.58,-3.664
CC(=O)N,Acetamide,0.494,1,59.068,1,0,0,43.09,1.58
Cc1cccc2ccccc12,1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,Napropamide,-4.088,1,271.36,0,2,5,29.540000000000003,-3.57
CC(O)C(C)(C)C,"3,3-Dimethyl-2-butanol",-1.2919999999999998,1,102.177,1,0,0,20.23,-0.62
CCCC(=O)OCC,Methyl pentanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.36
CC2=CC(=O)c1ccccc1C2=O ,Menadione,-2.667,1,172.18299999999996,0,2,0,34.14,-3.03
c1ccc2c(c1)ccc3ccccc32,Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26
Cc1ccnc(C)c1,"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38
CCCCCCCCCO,1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01
BrCBr,Dibromomethane,-1.883,1,173.83499999999998,0,0,0,0.0,-1.17
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59
Cc1ccc2cc(C)ccc2c1,"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89
CCSC(=O)N(CC(C)C)CC(C)C,Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22
Nc1cccc(c1)N(=O)=O,m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19
CCCCCl,1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,Fluridone,-4.249,1,329.321,0,3,2,22.0,-4.445
Nc3cc2c1ccccc1ccc2c4ccccc34 ,6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706
CC1CO1,"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796
CCNC(=S)NCC,"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46
Oc1cc(Cl)cc(Cl)c1Cl,"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67
CCCCC(=O)OC,Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34
Nc1ccccc1,Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41
Cc1cccc2c(C)cccc12,"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.678999999999999
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63
C1=Cc2cccc3cccc1c23,Acenapthylene,-3.682,2,152.19599999999994,0,3,0,0.0,-3.96
CCCCCOC(=O)CC,Ethyl butyrate,-2.254,1,144.21399999999997,0,0,5,26.3,-1.28
CCNc1nc(NC(C)C)nc(OC)n1,Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,Benzo(a)pyrene,-6.007000000000001,2,252.316,0,5,0,0.0,-8.699
CCBr,Bromoethane,-1.529,1,108.966,0,0,0,0.0,-1.09
CCC#CCC,3-Hexyne,-1.933,1,82.14599999999999,0,0,0,0.0,-1.99
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,Digitoxin,-6.114,1,764.9499999999999,5,8,7,182.83,-5.292999999999999
CCC(=C)C,2-Methyl-1-Butene,-1.994,1,70.13499999999999,0,0,1,0.0,-2.73
Oc1cccc2cccnc12 ,8-quinolinol,-2.725,1,145.16099999999997,1,2,0,33.120000000000005,-2.42
C1CCc2ccccc2C1,"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.20599999999996,0,2,0,0.0,-4.37
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,phenolphthalein,-4.59,1,318.32800000000003,2,4,2,66.76,-2.9
Brc1cc(Br)cc(Br)c1,"1,3,5-Tribromobenzene",-5.27,1,314.802,0,1,0,0.0,-5.6
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,Ronnel,-5.247000000000001,1,321.549,0,1,4,27.69,-5.72
Cc1cc(=O)[nH]c(=S)[nH]1,methylthiouracil,-0.547,1,142.18300000000002,2,1,0,48.65,-2.436
COc1cc(CC=C)ccc1O,Eugenol,-2.675,1,164.204,1,1,3,29.46,-1.56
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,5-Allyl-5-isopropylbarbital,-1.706,1,210.233,2,1,3,75.27000000000001,-1.7080000000000002
c1cc2ccc3cccc4ccc(c1)c2c34,Pyrene,-4.957,2,202.256,0,4,0,0.0,-6.176
CCOC(C)OCC,"1,1-Diethoxyethane ",-0.899,1,118.176,0,0,4,18.46,-0.43
CC1(C)CON(Cc2ccccc2Cl)C1=O,Clomazone,-3.077,1,239.702,0,2,2,29.54,-2.338
CCCCOCCO,2-Butoxyethanol,-0.775,1,118.176,1,0,5,29.46,-0.42
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,Quintozene,-5.098,1,295.336,0,1,1,43.14,-5.82
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,Androsterone,-3.882,1,290.447,1,4,0,37.3,-4.402
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,Flurochloridone,-4.749,1,312.118,0,2,2,20.31,-4.047
c1ccc2ncccc2c1,Quinoline,-2.6630000000000003,2,129.16199999999998,0,2,0,12.89,-1.3
COC(=O)c1cc(O)c(O)c(O)c1 ,methyl gallate,-1.913,1,184.147,3,1,1,86.99000000000001,-1.24
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,fluconazole,-2.418,1,306.276,1,3,5,81.64999999999999,-1.8
Clc2ccc1oc(=O)[nH]c1c2,Chlorzoxazone,-2.679,1,169.567,1,2,0,46.0,-2.8310000000000004
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,"2,2',3,4,4',5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-7.92
O=C1NC(=O)C(=O)C(=O)N1 ,alloxan,0.436,1,142.07,2,1,0,92.34,-1.25
ClCCCCl,"1,3-Dichloropropane",-1.618,1,112.987,0,0,2,0.0,-1.62
Fc1cccc(Br)c1,m-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.67
Clc1ccc(Br)cc1,p-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.63
CC(C)C(C)C,"2,3-Dimethylbutane",-2.584,1,86.178,0,0,1,0.0,-3.65
CCC=C,1-Butene,-1.655,1,56.108,0,0,1,0.0,-1.94
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,"2,2',3,4,5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.68
Nc1cc[nH]c(=O)n1 ,cytosine,0.051,1,111.104,2,1,0,71.77000000000001,-1.155
FC(F)(Cl)C(F)(Cl)Cl,"1,1,2-Trichlorotrifluoroethane",-3.077,1,187.37500000000003,0,0,1,0.0,-3.04
CCC#N,Propionitrile,-0.2689999999999999,1,55.07999999999999,0,0,0,23.79,0.28
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,"O,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-6.51
COc1ccccc1N(=O)=O,o-Nitroanisole,-2.346,1,153.13699999999997,0,1,2,52.37,-1.96
