selfies,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
[C][C][C][C][C][C][Branch2][Ring1][=C][C][=C][C][C][Branch2][Ring1][=Branch1][C][C][C][Ring1][Branch1][C][C][=Branch1][#Branch2][=C][C][C][C][C][=Branch1][C][=O][O][O][Ring1][N][O][O],1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C][N][Branch1][#Branch2][C][C][C][=C][C][=C][S][Ring1][Branch1][C][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][O],0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1
[C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][O][C][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C][Branch1][C][C][C],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][C@H1][Branch1][C][C][C@@H1][Branch3][Ring1][Branch1][=N][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N],0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
[C][C][C][C][=N][C][=Branch2][Ring2][P][=C][N][Ring1][Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][C][C],1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][=C][Branch2][Ring1][Ring1][C@H1][Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][N][C][=C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1],0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C@@H1][C][C@@H1][Ring1][Ring1][C@@H1][C@@H1][Ring1][N][C][C][C@][Branch2][Ring1][Branch1][C@H1][Ring1][=Branch1][C@@H1][C][C@@H1][Ring1][Ring1][C@@][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1][C].[C][C@][C][C][C@H1][C@H1][Branch1][=C][C@@H1][Ring1][=Branch1][C][C][C@][Ring1][=Branch2][Branch1][Ring1][C][#C][O][C][C][C][=C][Ring1][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O],0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
[C][C][=N][C][=C][N][Ring1][Branch1].[C][C][Branch1][Ring2][O][Ring1][Ring1][C][Cl],1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][=N][C][C][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=Branch1][Branch1][=N][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][=Branch2][C@@H1][C][N][C][C][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][S][C][=C][Ring1][Branch2][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[C][C][=C][Branch2][=Branch1][Ring2][C][Branch2][Ring2][P][C][=Branch1][Branch2][=C][Branch1][Ring2][N][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][=C][C][=C][N][C][Ring1][=Branch1][=N][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=N][N][N][=N][Ring1][Branch1],0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
[C][C][Branch1][=Branch2][C][=Branch1][C][=O][N][O][Ring1][=Branch1][N],0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
[C][C][C@@H1][Branch1][=Branch1][C@H1][Branch1][C][C][O][N][C][=Branch1][C][=O][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][C@][Branch1][Branch1][O][C][Ring1][Branch1][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][F],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][#Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O],0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch2][N][N],1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
[C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][O][C][C][O][C][C][18F],0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
[C][#C][C][C][Branch2][Ring1][Branch2][C][C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
[C][C][C][=Branch1][C][=O][C][Branch1][Branch2][C][=Branch1][C][=O][C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][P][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][N+1][=Branch1][C][=O][O-1],1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
[C][N][C][C@@H1][C][Branch1][Ring2][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][Ring1][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1
[C][C@][C][C][C@H1][C@H1][Branch1][#Branch2][C@@H1][Ring1][=Branch1][C][C][C@@H1][Ring1][=Branch2][O][C][C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O].[C][C@][C][C][C@H1][C@H1][Branch1][=N][C@@H1][Ring1][=Branch1][C][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch2][O][O][C][C][C][=C][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O],1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][Ring2][S][Ring1][Branch1][N+1][=Branch1][C][=O][O-1],0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
[C][N][Branch1][C][C][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1
[C][C][C][C][=Branch1][C][=O][N][C][Branch2][=Branch1][S][C][S][S][C][C][C][=Branch1][C][=O][N][C][Branch2][Branch1][Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch2][Ring2][Ring1][C][=Branch1][C][=O][N][C][Branch1][=N][C][=Branch1][C][=O][N][Ring2][Ring1][=N][C][Ring2][Ring1][S][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][=Branch1][C][=O][O][C][C][C][C][N][=C][Branch1][C][N][N][C][=Branch1][C][=O][N],1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
[C][O][C@@H1][C@@H1][Branch2][N][N][C@H1][Branch2][N][#Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][C@H1][C@@H1][Branch2][#Branch2][Branch1][C@H1][Branch2][=Branch2][S][C@@H1][Branch1][N][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C@@H1][C@@H1][Branch2][Branch2][Ring1][C@H1][Branch2][#Branch1][=Branch1][C][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][C@H1][C@@H1][Branch2][Branch1][N][C@H1][Branch2][Branch1][#Branch1][C@@H1][Branch1][N][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C@@H1][C@@H1][Branch2][Ring1][#Branch2][C@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][O][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][O-1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Na+1],1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring1][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][S][Ring1][Branch1][C][O][C],0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
[C][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][=Branch1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch2][Ring2][S][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C][O][N][C][=Branch1][C][=O][O][C],1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch2][Ring1][#Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][Cl],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C@][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C@H1][Branch2][Ring2][C][C][C@][Ring1][O][C][Branch1][Ring2][O][Ring1][Ring1][C][C@][Branch2][Ring1][C][C@H1][Ring1][#Branch1][C][C][C@@][Ring1][Branch1][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C],1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][=C][C][=Branch2][Ring1][O][=C][Branch1][=Branch2][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][I][F][C][=Branch1][C][=O][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring1],1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][C][C@@H1][Branch2][Branch2][=Branch1][C@H1][Branch2][#Branch1][=C][N][C][=Branch1][C][=O][C][C@H1][Branch2][#Branch1][Ring1][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C@@H1][C][C@H1][Branch2][Ring1][#Branch1][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Ring2][Ring1][S][=O][C@@H1][Branch1][C][C][O][O][C@@H1][Branch1][S][C@H1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O][C@@H1][Branch1][Ring2][C][C][N][O][O][N][C][C][N][O].[C][C][=Branch1][C][=O][O].[C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][O][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][#Branch1][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Cl][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
[C][C][=Branch1][C][=O][O][C@][Branch2][Ring1][S][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=Branch1][C][C][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@H1][Ring1][O][Ring1][#Branch1][C][C][#C].[C][C@][C][C][C@H1][C@H1][Branch1][#Branch2][C@@H1][Ring1][=Branch1][C][C][C@@H1][Ring1][=Branch2][O][C][C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O].[C][C@][C][C][C@H1][C@H1][Branch1][=N][C@@H1][Ring1][=Branch1][C][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch2][O][O][C][C][C][=C][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
[C][C][C@H1][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][C@@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C@H1][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F].[Cl],0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][=Branch1][C][=O][N][C][C][Branch2][#Branch2][C][C][Branch2][Ring1][Ring1][C][Branch1][=Branch1][O][C][Ring1][=Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][O][C][C][Branch2][#Branch1][=N][C][Branch2][#Branch1][Branch2][C][Branch1][N][C][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C][C][Branch2][Branch1][O][C][Branch2][Ring2][=C][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C][C][Branch2][Ring1][Ring2][C][Branch1][S][C][Branch1][N][C][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][N][S][=Branch1][C][=O][=Branch1][C][=O][O][O][O][S][=Branch1][C][=O][=Branch1][C][=O][O][O],1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][O][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][C@@H1][N][Branch1][Branch1][C][Ring1][Ring2][=O][C@H1][Branch1][O][C][Branch1][Ring2][S][Ring1][#Branch1][Branch1][C][C][C][C][=Branch1][C][=O][O],1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
[C][C@@H1][C@H1][Branch2][Branch1][=Branch2][C@@H1][Branch2][Branch1][Ring2][C@H1][Branch2][Ring2][#C][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring1][P][O][C@@H1][Branch1][=Branch2][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][O][C@@H1][C@H1][Branch1][=C][O][C][Branch1][=Branch2][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][O][C][O][C][O][O][O][N][C@H1][C][=C][Branch1][=N][C@H1][Branch1][=Branch2][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][O][O][C][O],1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][#Branch1][C][=N][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C],0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1
[C][C][C][Branch2][Ring2][Ring2][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][#Branch2][O][C][#N],1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
