selfies,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
[C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][S][C][Branch1][Ring2][N][C][=O][=N][Ring1][Branch2],,,,,,,,0.0,,0.0,,
[C][O][/N][=C][Branch1][=Branch1][\C][=Branch1][C][=O][O][C][=C][S][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][Cl][=N][Ring1][#Branch2],,,,,,,,1.0,,0.0,,
[N][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][S][Ring1][Branch2],0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[C][C][C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][S][Ring1][Branch2],,,,,,,,0.0,,0.0,,
[C][N][C][=Branch1][#Branch1][=C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][S][C][Branch1][#Branch1][C][N][Branch1][C][C][C][=N][Ring1][=Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][=C][S][C][=Ring1][Branch1][C][C][Cl],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][=N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][S][Ring1][=Branch2],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1],0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][/C][=Branch1][Ring2][=N][\C][#N][N][C][C][S][C][C][=C][S][C][Branch1][#Branch1][N][=C][Branch1][C][N][N][=N][Ring1][=Branch2],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][=C][S][C][=Ring1][Branch1][C][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][C][S][C][Branch1][C][C][=N][C][=Ring1][=Branch1][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=C][S][C][=N][Ring1][Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[N][C][=N][C][=C][S][Ring1][Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C@H1][C][C][C][C@@H1][Branch1][C][C][N][Ring1][#Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][N][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
[C][C][C][C][C][C][C][C][N][Ring1][=Branch1],,,,,,,,0.0,,0.0,,
[C][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Ring1][=Branch2][Branch1][C][C][C],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][C][Branch1][C][N][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][#Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][#Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][#Branch2][OH0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][N][C][C][C][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][C][N][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][N][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][C][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=N][N][C][C][C][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Ring1][Branch2][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][C][C][C][C][C][C][N][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][C][C][N][C][C][C][Branch1][C][C][Branch1][C][C][N][C][Branch1][C][C][Branch1][C][C][C][Ring1][#Branch2],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][N][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][C][O],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][N][Ring1][Branch2][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=Branch1][C][=O][C][=C][Branch1][=N][N][=C][N][Ring1][Branch1][C][C][Branch1][C][O][C][O][N][Branch1][C][C][C][Ring1][S][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=Branch1][C][=O][C][=C][Branch1][N][N][=C][N][Ring1][Branch1][C][C][=Branch1][C][=O][O][N][Branch1][C][C][C][Ring1][#C][=O],,,,,,,,0.0,,0.0,,
[C][C][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][C][C][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][Ring1][#C][C],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][O][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][N][=C][N][Ring1][Branch1][C][C][O][N][Branch1][C][C][C][Ring1][=C][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[C][C][=Branch1][C][=O][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][O][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][C][NH1][C][=N][C][=Ring1][Branch1][Ring1][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][N][C][=Branch1][C][=O][C][NH1][C][Branch1][C][Br][=N][C][=Ring1][=Branch1][N][Branch1][C][C][C][Ring1][N][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],,,,,,,,0.0,,0.0,,
[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O].[O][=C][Branch1][C][O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][=Branch1][C][=O][C][NH1][C][=N][C][=Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O][C][=C][C][Branch2][Ring1][C][/N][=N][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][C][=C][Ring1][P][O],,,,,1.0,0.0,,1.0,1.0,0.0,,0.0
[C][C][=C][C][=C][C][Branch2][Ring1][C][/N][=N][/C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][Ring1][P],1.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
[O][=C][Branch1][C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch1][/N][=N][/C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][=Branch1][C][=O][O][C][C][N][Branch1][=Branch2][C][C][O][C][Branch1][C][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][/N][=N][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][#N][C][=C][Ring2][Ring1][Ring1],0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0
[N][C][=C][C][=C][Branch1][O][/N][=N][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=C][Ring1][#C],0.0,,1.0,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0
[C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=C][C][Branch1][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#C][N],0.0,0.0,1.0,,1.0,,,1.0,1.0,0.0,,
[C][C][N][Branch1][Branch1][C][C][C][#N][C][=C][C][=C][Branch2][Ring1][=Branch1][N][=N][C][=C][Branch1][C][Cl][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][Cl][C][=C][Ring2][Ring1][Ring1],0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],1.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
[C][C][O][C][=C][C][=C][Branch1][#C][N][=N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][C][=C][Ring1][S],1.0,0.0,1.0,,1.0,,0.0,,1.0,,1.0,0.0
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][S][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][P],0.0,0.0,1.0,,,0.0,0.0,1.0,1.0,1.0,,0.0
[N][C][=C][C][=C][Branch1][=C][/N][=N][/C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][#C],,0.0,,,0.0,0.0,,1.0,1.0,0.0,1.0,0.0
[N][C][=C][C][=C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],0.0,0.0,1.0,,1.0,0.0,,1.0,1.0,0.0,,0.0
[O][C][=C][C][=C][Branch1][O][/N][=N][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],0.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,
[C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][P],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][Branch2][Ring2][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N][Ring2][Ring1][Ring2][N][Branch1][C][C][C],0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
[C][C][N][Branch1][Ring1][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C],0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0
[Cl][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][O],,,,,,,,,,0.0,,
[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C],0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,1.0
[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C],0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0
[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][P],0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0
[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][N][C][C@H1][Branch1][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
[C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][N][C][C][Branch1][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][C],0.0,0.0,0.0,,0.0,0.0,,,0.0,,,
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][O],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[C][C][N][Branch1][Ring1][C][C][C][Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][Branch1][Ring1][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C],0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
[C][C][Branch2][Ring1][=Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][N][Branch1][C][C][C],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[C][C][O][C][C][N][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][Branch1][C][C][C][O][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N][Ring1][O],,,,,,,,0.0,,0.0,,
[O][=N][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
[C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
[N][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][C][Branch1][C][C][O][C][Branch1][C][C][C][Ring1][Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][=C][Branch1][C][N][N][C][=Branch1][C][=N][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][=C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[N][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=S][=Branch1][C][=O][Branch1][C][O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][/C][=C][/Br],,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][C][=C][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][NH1][C][Ring1][#C][=O],,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][C][C][O][Ring1][Branch1][C][=C][Ring1][N][F],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][I],0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C@H1][O][C@@H1][Branch1][S][N][C][=C][Branch1][C][F][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O][C@H1][Branch1][C][O][C@@H1][Ring1][#C][O],0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0
[C][C][=C][N][Branch1][P][C@H1][C][C@H1][Branch1][Ring2][N][=N+1][=N-1][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][NH1][C][Ring1][P][=O],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][=C][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][NH1][C][Ring1][#C][=O],0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][C][Branch1][C][F][Branch1][C][F][F],0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][S][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][O][C][=C][Ring1][S][/C][=C][\Br],,,,,,,,0.0,,0.0,,
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][F],,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0
[C][C][=C][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][F][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][NH1][C][Ring1][#C][=O],0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][NH1][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][Br],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][=C][N][Branch1][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][F][C][=Branch1][C][=O][NH1][C][Ring1][S][=O],,,,,,,,0.0,,0.0,,
[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],1.0,,1.0,,1.0,,0.0,,1.0,,1.0,1.0
[N][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
[C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O][=C][Branch1][C][O][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][N][C][=Branch1][C][=O][N][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0
[C][C][C][O][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0
[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[C][C][C][S][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],0.0,,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
[C][N][C][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O][=N][C][=C][C][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][=C][C][=C][Ring1][=N][Ring2][Ring1][=Branch1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[C][C][C][S][=Branch1][C][=O][C][=C][C][=C][NH1][C][Branch1][Branch2][N][C][=Branch1][C][=O][O][C][=N][C][Ring1][#Branch2][=C][Ring1][=C],,,,,,,,0.0,,0.0,,
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][N][C][C][C][C][Ring1][Branch1][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][O][C][=Branch1][C][=O][C][N][C][C][C][C][Ring1][Branch1][=O],,,,,,,,0.0,,0.0,,
[C][C][C][C][C][C][C][C][N][C][C][C][C][Ring1][Branch1][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
[C][=C][N][C][C][C][C][Ring1][Branch1][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][N][C][C][C][C][Ring1][Branch1][=O],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[C][C][C][C][C][Branch1][C][O][/C][=C][Branch1][C][C][/C][=C][/C][=C][/C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=O],,,,,,,,0.0,,0.0,,
[N][C][=Branch1][C][=O][C][N][C][C][Branch1][C][O][C][C][Ring1][=Branch1][=O],0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
[C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][C][C][C][Ring1][Branch1][=O],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
