selfies,lipo
[C][C][Branch1][C][C][C][Branch2][Ring2][#C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],1.14
[C][C][Branch1][C][C][C][Branch2][Ring2][P][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],0.35
[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][NH1][C][=Branch1][Branch2][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1],2.8
[C][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][NH1][Ring1][#Branch2],4.1
[C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],2.5
[F][C][=C][N][=C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][S][Ring2][Ring1][N],3.19
[O][=C][Branch1][=Branch2][N][C][=N][C][=C][S][Ring1][Branch1][C@H1][Branch1][#Branch2][C][C][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1],2.55
[F][C][=C][N][=C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][S][Ring2][Ring1][N],3.3
[C][C][=C][C][=C][Branch2][Ring1][=C][C][O][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][O][C][N][C][=N][C][=C][C][=N][Ring1][=Branch1][C@H1][Branch1][C][F][C][Ring1][#C][C][=C][Ring2][Ring1][=Branch2],3.21
[C][O][C][=C][C][=C][Branch2][Ring1][O][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][O][C][N][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=C][C][=C][Ring2][Ring1][Branch2],3.14
[C][C][=C][C][=C][Branch2][Ring1][O][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][O][C][N][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=C][C][=C][Ring2][Ring1][Branch2],3.6
[C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][=C][Branch1][=C][N][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][=C][Ring1][=C][N][Ring2][Ring1][#Branch2],3.6
[C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][=C][Branch1][=C][N][C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][=C][Ring1][=C][N][Ring2][Ring1][#Branch2],3.68
[C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][=C][Branch1][=C][N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][=C][Ring1][=C][N][Ring2][Ring1][#Branch2],3.7
[C][C@H1][Branch2][Ring1][P][N][C][=N][C][Branch1][N][N][C][=N][C][=C][Branch1][C][C][S][Ring1][=Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=N][N][C][C][O][C][C][Ring1][=Branch1][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],2.68
[C][C@H1][Branch2][Ring2][Ring2][N][C][=N][C][Branch1][N][N][C][=N][C][=C][Branch1][C][C][S][Ring1][=Branch1][=C][Branch1][C][F][C][=Branch1][Ring2][=N][Ring1][=C][N][C][C][O][C][C][Ring1][=Branch1][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],3.27
[C][C@H1][Branch2][Ring2][C][N][C][=N][C][Branch1][=N][N][C][=N][C][=C][Branch1][Ring1][C][#N][S][Ring1][#Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=C][N][C][C][O][C][C][Ring1][=Branch1][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],2.26
[C][S][C][=N][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][C][N][S][Ring1][=Branch2],1.21
[N][C][=Branch1][C][=N][N][C][=N][C][Branch2][Ring1][C][C][S][C][C][C][=Branch1][C][=N][N][S][=Branch1][C][=O][=Branch1][C][=O][N][=C][S][Ring1][S],-0.6
[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=N][C][=C][S][Ring1][Branch1],-0.97
[O][C][C][N][C][C][N][C][=C][C][=C][C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][C][=C][C][Ring2][Ring1][Ring2][=N][Ring2][Ring1][Branch2],1.79
[O][=C][Branch2][Ring1][=Branch1][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][N][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],3.83
[C][C][=C][C][=C][N][=C][Branch1][Branch2][C][C][N][C][C][C][O][C][=C][C][Ring1][=N][=C][Ring1][P][N][C][=Branch1][C][=O][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],1.18
[C][C][=Branch1][C][=O][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],1.94
[C][C][O][N][=C][Branch1][Ring1][C][O][C][=Ring1][#Branch1][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],1.53
[C][C][O][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=Ring1][Branch2][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],1.63
[C][C][N][C][=N][C][Branch1][=Branch2][C][C][=C][C][=C][C][=Ring1][=Branch1][=C][Ring1][O][C][=N][C][C][Branch1][C][N][=N][C][=N][C][=Ring1][#Branch1][S][Ring1][#Branch2],2.97
[C][N][C][=N][C][Branch1][=Branch2][C][C][=C][C][=C][C][=Ring1][=Branch1][=C][Ring1][O][C][=N][C][C][Branch1][C][N][=N][C][=N][C][=Ring1][#Branch1][S][Ring1][#Branch2],2.69
[C][C][Branch1][C][C][C][N][C][=N][C][Branch1][=Branch2][C][C][=C][C][=C][C][=Ring1][=Branch1][=C][Ring1][O][C][=N][C][C][Branch1][C][N][=N][C][=N][C][=Ring1][#Branch1][S][Ring1][#Branch2],3.72
[N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.21
[N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],0.5
[N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0.7
[C][C][Branch1][C][C][O][C][=C][C][Branch2][Ring2][C][N][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][=C][N][Ring1][Branch2][C@@H1][Branch1][Ring1][C][O][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1][=N][NH1][Ring2][Ring1][#Branch2],2.97
[C][C][O][C][=C][C][Branch2][Ring2][C][N][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][=C][N][Ring1][Branch2][C@@H1][Branch1][Ring1][C][O][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1][=N][NH1][Ring2][Ring1][#Branch2],2.55
[C][O][C][=C][C][Branch2][Ring2][C][N][C][=N][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][=C][N][Ring1][Branch2][C@@H1][Branch1][Ring1][C][O][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1][=N][NH1][Ring2][Ring1][#Branch2],2.18
[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2][Ring1][P],3.75
[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2][Ring1][P],3.8
[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][S][N][C][=Branch1][C][=O][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][Branch2][Ring1][P],3.4
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],0.24
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],0.87
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],-0.01
[C][O][C][=C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],2.72
[C][O][C][=C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.82
[C][O][C][=C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][C][Ring1][#Branch2],3.1
[C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=N][N][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][Branch1][=N][C][O][C][=Branch1][=Branch1][=C][C][=Ring1][Branch1][C][C][#N][=C][Ring2][Ring1][=Branch2][C][Ring2][Ring2][C][=O],4.34
[C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=N][N][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][Branch2][Ring1][C][C][O][C][=Branch1][Branch1][=C][C][=Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][C][Ring2][Ring2][Ring1][=O],2.71
[C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=N][N][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][Branch2][Ring1][Ring1][C][O][C][=Branch1][=Branch1][=C][C][=Ring1][Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring2][Ring1][O][C][Ring2][Ring2][Ring2][=O],3.97
[C][C][Branch1][C][C][Branch2][Ring2][Ring1][C][=C][C][=Branch2][Ring1][Branch1][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][N][C][C][O][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],2.65
[C][N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch1][Ring2][=N][Ring1][O][N][C][C][O][C][C][Ring1][=Branch1],2.0
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=Branch2][Ring1][Branch1][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][N][C][C][O][C][C][Ring1][=Branch1],1.7
[C][O][C][=C][C][=N][C][Branch2][Ring1][O][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][=Branch1],2.82
[C][O][C][=C][C][=N][C][Branch2][Ring1][Branch2][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Branch1],2.06
[C][O][C][=C][C][=N][C][Branch2][Ring1][N][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][=C][Ring2][Ring1][#Branch1],1.73
[C][C][=C][C][Branch2][Ring1][S][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][=C][C][=C][Ring2][Ring1][O][O][C][C][=Branch1][C][=O][O],2.19
[C][C][=C][C][Branch2][Ring1][S][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=C][C][=C][Ring2][Ring1][O][O][C][C][=Branch1][C][=O][O],2.62
[C][C][=C][C][Branch2][Ring1][#C][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][#Branch2][O][C][C][=Branch1][C][=O][O],1.38
[C][C][N][Branch1][=Branch1][C][C][O][Ring1][=Branch1][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1][=N][Ring1][S][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#Branch1][N][C][C][O][C][C][Ring1][=Branch1],3.05
[C][N][Branch2][Ring2][#Branch2][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=Branch2][C][=C][C][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1],3.23
[Cl][C][=N][NH1][C][=C][C][=C][C][Branch2][Ring2][O][N][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=Branch2][=C][Ring2][Ring2][Ring1][Ring2][Ring1][S],2.78
[C][C][Branch1][C][C][C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],2.26
[C][C][Branch1][C][C][C][Branch2][Branch1][Ring2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],2.43
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][Ring2][N][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring1][Ring2][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.5
[C][O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][C][=N][N][Ring1][=Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],2.8
[C][N][Branch1][C][C][C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][C][=N][N][Ring1][=Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],1.4
[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][C][=N][N][Ring1][=Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],2.8
[N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][C][C][C][=C][Branch1][S][NH1][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1.95
[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][C][C][C][=C][Branch1][S][NH1][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1.5
[C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring2][Ring1][C][Ring1][#Branch1],3.8
[O][C][C][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1],0.42
[N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1],0.63
[C][O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1],1.54
[O][C][C][=C][C][=N][N][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=C][C][=C][NH1][Ring1][Branch1],2.19
[N][C][=C][C][=N][N][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=C][C][=C][NH1][Ring1][Branch1],2.3
[C][C][=C][C][=N][N][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=C][C][=C][NH1][Ring1][Branch1],3.29
[C][O][C][C][N][C][=N][C][Branch1][N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][S][C][=C][C][Ring1][Branch1][=N][Ring2][Ring1][C],3.4
[C][O][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][N][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][C][=C][S][C][Ring1][=N][=Ring1][Branch1][=C][Ring2][Ring1][Branch1][O][C],3.7
[C][C][Branch1][C][C][N][C][=N][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][C][=C][C][Ring1][Branch1][=N][Ring1][P],3.9
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][=Branch2][S][C][Branch1][S][C][C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring1][S][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][Ring1][#Branch1],1.18
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][=Branch2][S][C][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][O][Ring1][#Branch1][=C][Ring1][P][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][C][O][C][Ring1][=Branch1],1.95
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][=Branch2][S][C][Branch1][S][C][C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring1][S][C][=Branch1][C][=O][N][C][C][C@@H1][Branch1][C][O][C][Ring1][=Branch1],1.65
[C][C][C][=C][Branch1][C][N][N][Branch1][Ring2][N][=Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.25
[C][C][N][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][=C][C][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N],0.4
[C][C][C][=C][Branch1][C][C][N][Branch1][Ring2][N][=Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][#N],3.0
[C][C@@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],1.87
[C][C@H1][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][C][C@@][Ring1][=Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@][Ring1][#C][Branch1][C][F][C@@][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][Branch2],2.65
[C][C@H1][C][C@H1][C@@H1][C][C][C@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Ring1][S][C@@][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][Branch2],2.12
[C][N][C][=C][Branch2][Branch1][Branch2][N][=C][Ring1][Branch1][C][=C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][#C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][Ring1][#C][=N][N][Ring2][Ring1][C][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][#N],3.4
[C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=N][N][Branch2][Ring1][Ring1][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][=Branch1][=Branch2][=C][Ring1][P][C][Ring2][Ring1][#Branch2][=O][C][=N][C][=Branch1][=Branch1][=C][N][Ring1][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C],2.64
[C][N][C][=C][Branch2][Branch1][Branch2][N][=C][Ring1][Branch1][C][=C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][=C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][Ring1][#C][=N][N][Ring2][Ring1][C][C][C][=C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][O][Ring1][#Branch1][C][#N],3.92
[C][C][O][C][=C][C][=C][C][Branch1][=N][\C][=C][/S][C][=Branch1][C][=O][N][C][\-Ring1][=Branch1][=O][=C][Ring1][=C][N][C][C][C][C@@H1][Branch1][C][N][C][Ring1][#Branch1],1.86
[N][C@@H1][C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][\C][=C][/S][C][=Branch1][C][=O][N][C][\-Ring1][=Branch1][=O],1.97
[C][O][C][=C][C][=C][C][Branch1][=N][\C][=C][/S][C][=Branch1][C][=O][N][C][\-Ring1][=Branch1][=O][=C][Ring1][=C][N][C][C][C][C@@H1][Branch1][C][N][C][Ring1][#Branch1],1.27
[C][C][=C][C][=C][C][Branch1][C][N][=C][Branch1][Ring1][C][#N][S][C][Ring1][Branch2][=N][Ring1][N],2.23
[C][C][C][=C][Branch1][C][C][N][=C][S][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][C][N][C][Ring1][=Branch2][=C][Ring1][=C][C],2.62
