selfies,p_np
[C][=C][Branch2][Ring1][#Branch1][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring2][Cl],1
[O][C][=Branch1][C][=O][C][O][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
[C][=C][Branch2][Ring1][S][C][Branch2][Ring1][Ring2][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][C][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][N][Cl].[O][=C][Branch1][C][O][\C][=C][\C][Branch1][C][O][=O],1
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=Branch1][#C][=C][N][Branch1][Ring2][C][C][F][C][Ring1][#Branch2][=C][Ring1][#C][F][C][Branch1][C][O][=O],0
[C][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][N][N][C][C][N][C][Branch1][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring2][Ring1][#Branch1][Ring1][#C],0
[C][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=C][Ring1][#C][Ring1][#Branch1][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],0
[C][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=C][Ring1][#C][Ring1][#Branch1][N][C][C][N][C][C][Ring1][=Branch1],0
[C][Branch2][Ring1][=Branch2][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=S][N][C][Ring1][#Branch1][=O][=O][C][Branch1][Ring2][C][C][C][C][C][S][C],1
[C][Branch2][Ring1][=Branch2][C][Branch1][#C][C][Branch1][O][N][C][=Branch1][C][=S][N][C][Ring1][#Branch1][=O][=O][C][Branch1][Ring2][C][C][C][C][C][=C],1
[C][Branch2][Ring1][#Branch2][C][Branch1][=Branch2][C][Branch1][Ring2][C][C][C][C][C][C][Branch1][O][N][C][=Branch1][C][=S][N][C][Ring1][=N][=O][=O][C],1
[C][C][C][C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][#Branch2][=O],0
[C][N][C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][C][Ring1][#Branch1],1
[C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][S][=N][C][C][N][Ring1][#Branch1][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][F],1
[C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][#Branch1][C][Branch1][C][Cl][Branch1][#C][C][N][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][O][C],1
[C][=C][Branch1][C][Br][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][=N][=N][C][C][Branch1][Branch1][N][Ring1][#Branch1][C][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],1
[C][N][N][=N][N][=C][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][O][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch1][N][N][C][=Branch1][C][=O][C][S][\C][=C][/C][#N][C][Ring1][#C][=O][C][Branch1][C][O][=O],0
[C][O][C@][Branch1][O][N][C][=Branch1][C][=O][C][S][C][C][#N][C@H1][S][C][C][=Branch1][S][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][S][=O][C][Branch1][C][O][=O][C][S][C][=N][N][=N][N][Ring1][Branch1][C],0
[C][O][C@][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][S][C][C@@H1][Branch1][C][N][C][Branch1][C][O][=O][C@H1][S][C][C][=Branch1][P][=C][Branch1][=Branch2][N][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O][C][Branch1][C][O][=O][C][S][C][=N][N][=N][N][Ring1][Branch1][C],0
[Na+1].[C][N][N][=N][N][=C][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][#C][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][S][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][#C][=O][C][Branch1][C][O-1][=O],0
[C][C][C][C][C][C][Branch1][Branch2][N][Branch1][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][O][C][O][C][Branch1][Ring1][S][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],0
[C][C][C][C@@H1][C][C@H1][Branch1][Branch2][N][Branch1][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][Cl][C@H1][O][C@H1][Branch1][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O],0
[C][C][C][C@@H1][C][C@H1][Branch1][Branch2][N][Branch1][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][Cl][C@H1][O][C@H1][Branch1][Ring1][S][C][C@H1][Branch1][#Branch2][O][PH0][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring1][=C][O],0
[C][C][C][C][C][C][C][N][C][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][Cl][C][O][C][Branch1][Ring1][S][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],0
[C@@][Branch2][Branch1][=C][C@@][Branch2][Branch1][=Branch2][C@H1][Branch2][Ring2][Ring2][C@H1][C@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][Ring1][O][C][Branch1][C][F][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][Branch2][Branch1][C][C][C][C][C][Branch1][Ring1][C][Cl][=O],1
[C][C][C][Branch2][Branch1][Ring1][C][Branch2][Ring2][Ring1][C][C][Ring1][Branch1][C][C][Branch2][Ring1][Branch1][C][Branch1][P][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][Ring1][O][C][C][C][Ring2][Ring1][Ring1][O][C][Branch1][Branch1][O][Ring2][Ring1][Branch1][Branch1][C][C][C][C][Branch1][C][C][=O],1
[C@@][Branch2][Branch1][#C][C@@][Branch2][Branch1][#Branch2][C@H1][Branch2][Ring2][Branch1][C@H1][C@@H1][Branch2][Ring1][=Branch2][C@@][Branch2][Ring1][Ring2][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C@H1][Branch1][Ring2][C][Ring1][O][F][C][C@H1][Branch1][Ring2][C][Ring1][P][O][C][C@H1][Ring2][Ring1][Branch1][O][C][Branch1][Branch1][O][Ring2][Ring1][Branch2][Branch1][C][C][C][C][C][Branch1][Ring1][C][O][=O],1
[C@H1][C@@][Branch2][Ring1][Branch2][C@@][Branch1][#C][O][C@@H1][Branch1][Branch2][O][C@@H1][Ring1][Branch1][C][Ring1][Branch2][C][C][C][C][=Branch1][C][=O][C][O][Branch2][Ring1][P][C][C@H1][Branch1][C][O][C@@][Branch1][C][F][C@H1][Ring2][Ring1][Branch1][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][=N][Ring1][#Branch1][C][C],1
[C][C][Branch1][S][C][Branch1][N][N][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][Branch1][=O][C][=O][C],1
[C][C][Branch1][=N][C][Branch1][=Branch2][N][C][Branch1][Ring2][O][Ring1][Branch1][=O][=O][C],1
[C][Branch1][#C][N][C][Branch1][#Branch2][C][Branch1][C][C][O][C][Ring1][=Branch1][=O][=O][C][=C],1
[C][Branch1][C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][#Branch1][=O][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][O][C][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][O][C][Branch1][C][N][=O],1
[C][=C][C][Branch1][=N][NH2+1][C][C][C][C][C][C][C][Branch1][C][O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring2][Ring1][Branch1][=C][C][=C][Ring2][Ring1][=Branch2].[Cl-1],1
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],1
[C][=C][Branch1][=C][C][C][Branch1][=Branch2][N][C][Branch1][Ring2][C][Ring1][Branch1][=O][=O][C][=C][C][=C][Ring1][=N][Br],1
[C][=C][Branch2][Ring1][Ring2][C][Branch1][S][C][Branch1][N][N][Branch1][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][=O][=O][C][C][=C][C][=C][Ring1][#C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][N][N][Branch1][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][=O][=O],1
[C][=C][Branch2][Ring1][Ring1][C][Branch1][#C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][C][C][C][=C][C][=C][Ring1][S],1
[C][Branch1][O][N][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][=O][C][Branch1][P][N][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][=O],1
[C][Branch1][N][N][C][C][Branch1][C][O][C][C][Ring1][=Branch1][=O][C][Branch1][C][N][=O],1
[C][Branch1][O][N][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][=O][C][Branch1][C][N][=O],1
[C][Branch2][Ring1][Ring1][C][Branch1][O][N][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][=O][C][Branch1][C][N][=O][C],1
[C][=C][Branch2][Ring1][N][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][N][C][C][=C][C][=C][Ring2][Ring1][=Branch1],1
[C@H1][Branch1][=N][O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][N][C],1
[N][C][C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][=C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Branch1][C][F][C][=C][Ring1][=C][C][Branch2][Ring1][#Branch1][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][N][Ring2][Ring1][Branch1][C][Branch1][C][C][C][O][Ring2][Ring1][Branch2][=O],1
[C][C][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][N][=C][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Ring1][=Ring1][#Branch1][C][Branch1][C][O][=O],1
[C][C@H1][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][N][=C][N][Ring2][Ring1][Branch1][C][Ring2][Ring1][Ring1][=Ring1][#Branch1][C][Branch1][C][O][=O],1
[N][C][Branch1][C][N][=N][C][=Branch1][C][=O][C][=N][C][Branch1][C][Cl][=C][Branch1][C][N][N][=C][Ring1][Branch2][N],1
[C][N][Branch1][C][C][C][=C][N][=C][C][=N][Ring1][=Branch1],1
[N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1],1
[C][=C][Branch2][Ring2][Ring1][C][=C][Branch1][P][NH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][Cl][C][C][Branch1][#Branch2][N][Branch1][Ring2][C][C][C][C][C][C][=O][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#Branch2][Cl],1
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][N][C][=C][Branch1][C][C][C][=C][C][Ring1][#Branch1][=N][C][=Ring1][#Branch2][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],1
[C][=C][Branch2][Ring1][=C][C][=C][Branch1][=C][NH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Ring1][#Branch1][C][N][Branch1][Branch2][C][Branch1][Ring2][C][C][C][=O][C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#Branch1][Cl],1
[C][C][C][=Branch1][C][=O][O][C@@][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][O][C@H1][Branch1][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][Branch2][N][C][Branch1][Ring1][C][N][=O][C],1
[C@][Branch1][Branch2][O][C][=Branch1][C][=O][C][C][Branch1][O][C@@H1][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1].[H+1].[Cl-1],1
[N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][C][=Branch1][S][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][Branch1][C][O][=O],0
[O][C][Branch2][Ring2][=C][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][C][=Branch1][S][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][SH0][Branch1][C][O][=Branch1][C][=O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[C][N][N][=N][N][=C][Ring1][Branch1][S][C][C][=C][Branch2][Ring2][C][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][=O][C][Branch1][C][O][=O],1
[C][=C][Branch1][C][Cl][N][=C][Branch2][Ring1][=Branch2][N][C][C][N][Branch1][#C][C][C][C][C][N][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][=O][C][C][Ring1][S][C][=C][Ring2][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F],1
[O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=N][Ring1][#Branch2],1
[C][N][Branch2][Ring1][O][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][C][C][N][C][Branch1][=Branch1][C][C][C][Ring1][Branch1][=O],1
[C][C][C@][Branch1][C][O][C][C@H1][C][N][Branch2][#Branch1][#Branch1][C][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][Ring2][C][Ring1][S][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch1][C][C][C@H1][C@][Branch1][C][O][Branch2][Ring1][O][C@H1][Branch1][C][O][C@][Branch1][Ring1][C][C][C][=C][C][N][C][C][C@][Ring2][Ring1][#Branch1][Ring1][#C][C@H1][Ring1][O][Ring1][Branch1][C][Branch1][C][N][=O][C][Ring2][Branch1][Branch1],0
[C][C][C@][Branch1][C][O][C][C@H1][C][N][Branch2][#Branch1][#C][C][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][Ring2][C][Ring1][S][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch1][Ring1][C][=O][C@H1][C@][Branch1][C][O][Branch2][Ring1][P][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@][Branch1][Ring1][C][C][C][=C][C][N][C][C][C@][Ring2][Ring1][O][Ring2][Ring1][C][C@H1][Ring1][O][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Branch1][#Branch2],1
[C][C][C@][Branch1][C][O][C][C@H1][C][N][Branch2][#Branch1][=C][C][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@@][Branch1][Ring2][C][Ring1][S][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch1][C][C][C@H1][C@][Branch1][C][O][Branch2][Ring1][P][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@][Branch1][Ring1][C][C][C][=C][C][N][C][C][C@][Ring2][Ring1][#Branch2][Ring2][Ring1][C][C@H1][Ring1][O][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Branch1][=Branch2],1
[C][N][C][C][C][C][C][C][C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1],1
[C][Branch2][Ring1][=N][C][=C][Branch2][Ring1][C][C][Branch1][O][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][C][=C][C][=C][Ring1][#C][C][C@H1][Branch1][Ring2][C][N][C][O],1
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][Branch1][=N][C][Ring1][#Branch1][Branch1][Ring2][C][N][C][C][C][Ring1][=Branch2][C][=C][C][=C][Ring1][N],1
[N][C][C][C][=C][N][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Ring1][#Branch1],0
[C][=C][Branch1][N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][N],0
[C][=C][C][=C][N][C][Ring1][=Branch1][=N][C][=Branch1][Ring2][=C][Ring1][Branch1][C][C][N],0
[O][C][C][Branch1][#Branch1][N][C][C][C][Ring1][=Branch1][=N][C][Branch1][C][C][=C][Branch2][Ring1][=N][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][N][=Ring1][#Branch2][C][Ring2][Ring1][O][=O],1
[C][Branch2][Ring1][C][C][=C][Branch1][#Branch2][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][N][=Ring1][#Branch2][C][C][C][N][Branch2][Ring1][O][C][C][C][C][Branch2][Ring1][Ring1][N][C][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C][C][C][Ring1][=Branch1][O][=N][C][=Ring1][O][C][=O][C][C][Ring2][Ring1][Branch1],1
[C][C][=C][Branch2][Ring1][=N][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=N],1
[N][C][=N][C][=Branch1][C][=O][C][Branch1][Ring2][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][O][N][=C][Branch1][Ring2][O][Ring1][Branch1][N][C][C][=O],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][=Branch1][=N][C][Ring1][Branch1][=O][N][Branch1][C][C][C],1
[C@][Branch2][Ring1][#C][C@][Branch2][Ring1][#Branch2][C][=C][Branch1][=N][C][C@@H1][Ring1][=Branch1][N][Branch1][Branch1][C][C][Ring1][Branch2][C][C][=C][C][=Branch1][Ring2][=C][Ring1][N][O][C][Branch1][N][C][C][C][=Branch1][C][=O][C][C][C][C][C][C],1
[C][C@@H1][C@H1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@][Ring1][O][Branch1][C][C][C][C][N][Ring1][=C][C][C][=C][Branch1][C][C][C],1
[C][=C][C][=Branch2][Ring1][Branch2][=C][C][=C][Ring1][=Branch1][C][C][C][Branch1][=N][C][Ring1][=Branch1][Branch1][#Branch1][C][C][N][Ring1][=Branch1][C][C][C][O],1
[C][O][C@H1][C@@H1][Branch2][Ring2][N][C][C@@H1][C][N][C][C][C][=C][Branch1][S][NH1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][O][Ring1][Branch2][C@H1][Ring1][#C][C][C@@H1][Ring2][Ring1][Ring1][C@@H1][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],1
[C][O][C@H1][C@@H1][Branch2][Ring2][#Branch1][C][C@@H1][C][N][C][C][C][=C][Branch1][N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C@H1][Ring1][=N][C][C@@H1][Ring1][P][C@@H1][Ring2][Ring1][Branch1][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],1
[C@@H1][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][Cl][C][C][N][Ring1][=C][C][C@H1][C][C@@H1][Branch2][Ring1][O][O][C][Branch2][Ring1][Branch1][C][=C][C][=Branch1][=C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][O][C][=O][C@@H1][Branch2][Ring1][C][C@H1][Branch1][=Branch2][C@H1][Ring2][Ring1][Branch1][C][Ring2][Ring2][Branch1][C][Branch1][Ring1][O][C][=O][O][C],1
[Cl][C][=C][C][=C][Branch2][Ring1][#Branch2][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][Branch1][C][Cl][=C][Ring2][Ring1][Branch2],0
[C][=C][Branch2][Ring2][Branch1][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][C][O][C][Branch1][=Branch2][C][NH0][C][=N][C][=C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl],1
[Cl][C][=C][C][=C][Branch2][Ring1][#Branch2][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][#Branch1],0
[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][O][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C@@H1][Ring2][Ring1][C][O],0
[C][O][C][=C][C][=C][C@H1][C][C][C@@][Branch1][C][C][C@@H1][Branch1][O][C][C][C@@][Ring1][=Branch1][Branch1][C][O][C][#C][C@@H1][Ring1][=N][C][C][C][Ring1][P][=C][Ring2][Ring1][Branch1],0
[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][O][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C@@][Ring2][Ring1][C][Branch1][C][O][C][#C],0
[N][C][=N][C][Branch1][C][Cl][=N][C][N][Branch1][Branch2][C][=N][C][Ring1][#Branch2][=Ring1][Branch1][C@H1][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][Branch2],1
[N][C][=N][C][=N][C][N][Branch1][Branch2][C][=N][C][Ring1][=Branch2][=Ring1][Branch1][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring1][Branch2][O],1
[C@H1][Branch2][Ring1][Ring1][NH0][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][N][N][=C][Ring1][#Branch2][C@@H1][Branch2][Ring1][N][C@@H1][Branch2][Ring1][#Branch1][C@H1][Branch1][Ring2][O][Ring1][#C][C][S+1][Branch1][N][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][N][C][O][O],1
[C][N][Branch1][C][C][C][/C][=C][Branch1][N][/C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],1
[C][=C][C][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][=Branch1][\C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][\C][N][C][Br],1
[C][=C][Branch2][Ring1][Ring1][\C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=C][\C][N][Branch1][C][C][C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][Br],1
[C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],0
[C][N][Branch1][C][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1].[O][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O],1
[C][N][Branch1][C][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],1
